ID,District,Season,Year,Crop,AvgAirTemp,MinAirTemp,MaxAirTemp,AvgTempSkew,AvgTempKurt,AvgRelHum,AvgRelHumSkew,AvgRelHumKurt,AvgDewPt,AvgDewPtSkew,AvgDewPtKurt,AvgPrec,AvgPrecSkew,AvgPrecKurt,AvgWind,Yield
1739,Indore,Whole year,2009,Gram,26.53104396,10.3,48.2,0.44062943200000004,-0.488857055,48.56895604,-1.406541175,0.157318891,12.31318681,0.021894987,-1.38824537,2.2156,26.99031874,4.715515438,3.6956043960000002,1.21
1740,Gulberga,Summer,1998,Sunflower,30.96803279,17.2,42.5,-0.39311112200000004,-0.913368152,37.21393443,0.9145873990000001,0.356690971,13.62540984,-0.287097087,0.089042762,0.37950819700000005,5.385820541,0.089042762,3.0581967210000003,0.57
1741,Hisar,Kharif,2006,Urad,28.94516129,6.4,41.9,-0.237908932,-0.035743283,58.27741935,-0.231359145,-0.8508658159999999,19.25419355,-0.569329808,-0.829687651,2.016129032,4.213484181,-0.829687651,2.085806452,0.5
1742,Dharwad,Kharif,2006,Moong,27.08,20.4,39.5,0.972296559,-0.40874010200000005,64.37888889,-0.73828831,-0.786998662,19.02555556,-1.107128925,0.071889758,4.904444444,4.357664227,2.231789724,4.871111111,0.23
1743,Banswara,Rabi,2005,Gram,21.93225806,10.5,31.6,-1.183416488,1.29592093,42.52580645,0.569096492,0.028177415,7.793548387,-0.11497618,-0.040634391,,,-0.040634391,2.8806451610000003,0.8
1744,Dharwad,Rabi,2005,Other rabi pulses,23.97444444,17.6,32.1,0.45948738899999997,-0.34765179799999996,75.34222222,-1.163603898,0.810751989,19.22222222,-2.067976733,5.236376674,5.648888889,7.049038039,2.680255525,3.9533333330000002,0.13
1745,Gulberga,Whole year,2002,Sugarcane,26.49863014,11.8,40.3,0.7606984379999999,-0.023304939,57.48356164,-0.023793124,-1.323261188,16.22136986,-0.534551643,-0.9577084640000001,1.87890411,5.429916936000001,-0.9577084640000001,3.081643836,50.35
1746,Banglore,Whole year,2005,Ginger,27.14697802,22.9,30.8,-0.333331731,-0.493111295,73.14697802,-0.666041431,0.13003107,21.92005495,-0.8832458759999999,0.402674123,2.8964285710000004,3.815555585,15.08080406,5.796428571,11.67
1747,Gulberga,Whole year,2005,Banana,27.03205479,11.6,41.7,0.238466979,-0.638845866,50.60986301,0.180694986,-1.1214503279999999,14.50849315,-0.47424839399999996,-0.7544882820000001,3.4249315069999997,3.850086539,-0.7544882820000001,3.283287671,23.81
1748,Banswara,Kharif,2009,Cotton,28.36097561,17.5,41.3,0.927240339,0.376770722,66.0097561,-0.610056695,-0.332277722,20.79105691,-1.5872329019999998,2.7525390069999998,,,2.7525390069999998,3.781300813,0.3
1749,Bhagalpur,Rabi,2006,Safflower,12.47753425,-5.4,32.3,-0.12352205,-1.240847885,59.34109589,-0.018252682,-1.061665399,3.98630137,0.311901262,-0.949101793,,,-0.949101793,2.663561644,0.67
1750,Coimbatore,Kharif,1998,Rice,24.98355263,18.4,34.4,0.607337796,-0.0013994620000000002,77.78157895,-1.655695366,3.134310043,20.73223684,-3.008633422,12.67393644,7.830921053,1.828000241,2.900452168,4.0769736839999995,3.43
1751,Hisar,Kharif,2000,Rice,29.28193548,2.9,42.1,0.208760312,-0.013868133999999999,52.61677419,0.06279692,-1.436760015,17.33354839,-0.885805953,-0.444589581,2.118064516,3.6492145889999996,-0.444589581,1.9961290319999998,1.89
1752,Bhagalpur,Rabi,2005,Linseed,12.69068493,-7.0,33.2,-0.117373917,-1.091570786,61.45890411,-0.241992403,-1.0495040740000001,4.693972603,0.320683586,-0.959108895,,,-0.959108895,2.70109589,0.87
1753,Tonk,Rabi,2009,Wheat,29.34715447,18.7,43.3,0.803384186,-0.500556641,63.25365854,-0.537152165,-0.930829619,20.53739837,-1.285970147,1.291102494,,,1.291102494,3.1121951219999997,1.87
1754,Jalna,Rabi,1998,Sunflower,26.47574171,11.4,42.5,0.396709989,-0.63634268,51.01186736,0.18446982,-1.161248235,14.01972077,-0.159017797,-1.160295895,2.6216404890000002,5.45461945,35.80750367,2.8417102969999997,0.49
1755,Jalna,Summer,2000,Sunflower,29.74655172,16.4,43.2,0.18149518899999997,-0.990131104,41.37068966,0.7105330409999999,-0.870065309,13.26982759,-0.04238765,-1.260962612,2.128448276,4.28770598,18.86161826,4.206896552,2.0
1756,Indore,Rabi,2010,Mustard,15.85666667,5.7,28.3,0.066092445,-0.984898168,51.76333333,-0.118780125,0.537855629,5.713333333,0.7079830890000001,1.061800531,,,,2.476666667,0.92
1757,Jalna,Rabi,2003,Other  rabi pulses,26.71099476,12.2,43.6,0.534708789,-0.436028615,49.95619546,0.661460944,-0.947306641,14.03769634,0.052482083,-0.6972030790000001,1.510645724,8.818788238,106.92113370000001,2.8219895289999997,0.33
1758,Coimbatore,Whole year,1999,Sugarcane,25.28763736,14.6,37.4,0.719548552,0.49551814899999996,63.48104396,-0.555743627,-0.499313121,17.45384615,-1.050582634,0.282854214,4.432417582,2.980905682,10.0232852,3.83489011,100.1
1759,Banglore,Rabi,2011,Onion,25.42356021,10.2,45.2,0.40185306,-0.250782756,55.46823735,-0.380406001,-1.099642891,14.12565445,-0.810543073,-0.21283298899999997,,,,3.662303665,7.95
1760,Banglore,Kharif,2005,Arhar/tur,25.67777778,18.5,35.0,0.354929848,-0.6522950989999999,71.82777778,-0.979715769,0.919261694,19.99351852,-2.023238885,5.063679571000001,9.423148148,2.272195275,5.02977903,4.221296296,0.75
1761,Bhagalpur,Whole year,2000,Garlic,12.72794521,-7.3,34.9,-0.194471019,-1.190278044,55.85534247,-0.048152165999999996,-0.94320761,3.284657534,0.39705339799999995,-0.889444149,,,-0.889444149,2.633424658,1.4
1762,Banswara,Rabi,1999,Wheat,20.96129032,13.2,31.1,-0.136025539,-0.79898665,42.36774194,0.625576299,-0.9917609609999999,6.667741935,-0.252907112,-0.847741093,,,-0.847741093,2.722580645,1.84
1763,Indore,Kharif,2010,Rice,15.85666667,5.7,28.3,0.066092445,-0.984898168,51.76333333,-0.118780125,0.537855629,5.713333333,0.7079830890000001,1.061800531,,,,2.476666667,1.0
1764,Bhagalpur,Whole year,2002,Potato,14.24191781,-6.9,34.8,-0.10442918,-1.2247342190000001,52.84547945,0.15363195400000002,-1.3381414409999999,3.486849315,0.45646623399999997,-1.081622692,,,-1.081622692,2.4476712330000003,8.56
1765,Hisar,Kharif,1999,Rice,28.85483871,6.7,45.1,0.086428934,-0.708697903,57.78967742,0.264578115,-1.3015015890000001,18.98774194,-0.826634388,0.244424257,1.477419355,5.685059275,0.244424257,2.244516129,2.4
1766,Jaipur,Kharif,2000,Castor seed,29.41138211,20.4,43.7,0.7121643540000001,-0.08800941400000001,59.3,-0.21078797,-1.260130217,19.49756098,-0.701802082,-0.078081818,,,-0.078081818,3.16504065,0.5
1767,Bhagalpur,Whole year,2003,Coriander,12.99123288,-7.6,33.5,-0.23604015899999997,-1.104022511,50.07972603,0.21828508300000002,-1.048260318,1.667671233,0.425563866,-0.8654583159999999,,,-0.8654583159999999,2.5723287669999997,0.69
1768,Gulberga,Kharif,2004,Other kharif pulses,25.16829268,35.3,19.6,0.778093617,0.008942609,75.16422764,-0.6882855290000001,-0.516241689,20.32601626,-0.890245175,0.319471053,4.516260163,2.447044111,0.319471053,4.150406503999999,0.15
1769,Banswara,Kharif,1998,Urad,28.33495935,18.3,38.2,0.179071667,-1.0262775,61.909756099999996,-0.248111676,-0.520840943,19.84390244,-1.763680621,3.7968943989999997,,,3.7968943989999997,4.23495935,0.28
1770,Jaipur,Kharif,2000,Moong,29.41138211,20.4,43.7,0.7121643540000001,-0.08800941400000001,59.3,-0.21078797,-1.260130217,19.49756098,-0.701802082,-0.078081818,,,-0.078081818,3.16504065,0.64
1771,Jalna,Summer,2010,Groundnut,31.52155172,17.2,47.1,-0.292280862,-1.0328539559999999,35.7612069,0.9341318040000001,-0.210375189,12.83448276,-0.090617924,-1.119963673,,,,5.014655171999999,1.0
1772,Dharwad,Kharif,1998,Arhar/tur,26.37777778,18.9,37.2,0.476150202,-0.581418572,73.68888889,-0.725975762,-0.19254410800000002,21.09111111,-1.7827438580000001,4.057336032,4.794444444,9.153114148,2.810093142,3.981111111,0.25
1773,Banswara,Whole year,2007,Guar seed,26.72630137,9.8,43.9,0.17081911600000002,-0.36206429,48.37616438,0.616785745,-0.747995258,13.59671233,0.009002378,-1.192289427,,,-1.192289427,2.924383562,0.7
1774,Bhagalpur,Kharif,1997,Mesta,19.25772358,-2.3,31.2,-0.158219865,-0.650204302,74.6699187,-1.5923402969999998,2.889452772,14.45691057,-0.8096748090000001,0.24914999,,,0.24914999,2.010569106,6.79
1775,Banglore,Whole year,2008,Coriander,27.30824176,23.4,30.0,-0.451602313,0.483552961,74.99010989,-0.7497712409999999,-0.00231037,22.52087912,-0.9357314990000001,0.9509635209999999,2.031043956,6.6423748510000005,57.13091345,5.516483516,0.55
1776,Indore,Rabi,2003,Wheat,21.38571429,10.8,31.4,-0.49611930299999996,-0.980034884,41.87428571,-0.08287406900000001,0.701531048,7.7257142860000005,-0.428673006,0.233708159,0.005714286,35.0,5.916079783,2.062857143,2.47
1777,Coimbatore,Whole year,2000,Banana,25.25521978,13.9,37.5,0.45284179999999996,0.537266871,66.56208791,-0.509996214,-0.739357438,18.27802198,-1.217234006,0.90639042,3.926923077,2.66099327,7.294974647,3.6107142860000003,32.7
1778,Bhagalpur,Kharif,2004,Urad,20.70406504,11.0,35.1,0.925967703,1.09845707,72.01219512,-1.393287474,0.509234345,14.74634146,-1.512565547,1.563979472,,,1.563979472,2.219512195,0.75
1779,Rewari,Kharif,2004,Cotton,28.02763158,13.5,43.2,-0.381449472,0.033978582,64.22302632,-0.5526445720000001,-0.762747159,19.89802632,-0.9561738879999999,0.22414800000000001,2.555921053,3.79532033,14.57389039,2.127631579,3.464203233
1780,Ahmedabad,Kharif,2002,Maize,29.33006536,16.5,40.0,0.513335156,-0.45786296600000004,59.80457516,-0.45367288200000006,-0.931078253,19.50915033,-1.1574426340000001,0.23947410100000002,3.120915033,4.85565811,0.23947410100000002,3.2941176469999998,1.703703704
1781,Dharwad,Rabi,2008,Safflower,24.58111111,17.4,34.8,1.7210240909999999,2.574109402,78.01333333,-1.873516657,3.108912174,20.34222222,-2.177090396,4.973370691,8.95,4.966012283,2.091170197,3.876666667,1.55
1782,Banglore,Kharif,2010,Dry chillies,25.07777778,19.5,32.6,-0.297339215,0.051316562,82.43240741,-0.5567392320000001,-0.37531709700000004,21.88611111,-0.6888459859999999,0.8946796640000001,,,,5.0194444439999995,0.82
1783,Coimbatore,Whole year,2000,Dry chillies,25.25521978,13.9,37.5,0.45284179999999996,0.537266871,66.56208791,-0.509996214,-0.739357438,18.27802198,-1.217234006,0.90639042,3.926923077,2.66099327,7.294974647,3.6107142860000003,0.96
1784,Jalna,Kharif,2005,Moong,25.56195652,20.2,33.7,0.22542558699999998,-0.736843831,74.53043478,-0.35165314700000005,-0.9447043340000001,20.63152174,-0.31204766899999997,-0.44190358399999996,11.06195652,2.02864921,3.839041413,4.460869565,0.48
1785,Banglore,Whole year,1999,Dry chillies,27.36263736,23.8,30.4,-0.234182749,0.24857516899999998,72.23598901,-0.69134,0.180181482,21.94175824,-0.83545828,-0.166369034,2.5373626369999998,4.556895197,23.77450174,5.753846154,1.02
1786,Coimbatore,Kharif,2005,Castor seed,25.59671053,17.9,34.5,0.51478421,0.058265766,70.06907895,-0.263701994,-0.39604311299999995,19.57236842,-0.944559047,1.440911855,8.505263158,1.670537711,1.968323251,4.740131579,0.37
1787,Ahmedabad,Whole year,2000,Guar seed,28.14575342,13.0,41.1,-0.163639135,-0.6370127879999999,44.02328767,0.66783804,-0.932388442,12.9890411,-0.05878367599999999,-1.414732104,1.36739726,8.55049259,-1.414732104,2.899452055,0.212121212
1788,Indore,Whole year,2007,Potato,26.04203297,8.2,43.5,-0.024875481,-0.292127028,49.42087912,-1.3003602909999998,0.493824375,13.13104396,0.027064611000000002,-1.316497732,2.143956044,77.10925203,7.377355379,2.607967033,14.39
1789,Banswara,Kharif,2007,Other kharif pulses,27.97317073,17.4,40.5,1.45144378,2.548636964,67.96341463,-0.74974369,0.632175049,21.10813008,-1.545663513,3.0349513089999998,,,3.0349513089999998,3.708943089,0.47
1790,Gulberga,Rabi,1998,Groundnut,24.51983471,12.3,35.2,-0.02684973,-0.613390961,51.09421488,0.78865813,0.006026126999999999,13.37355372,-0.300217445,-1.0304259340000002,1.8595041319999999,4.180401985,-1.0304259340000002,2.6082644630000003,1.02
1791,Coimbatore,Whole year,2005,Tapioca,25.13516484,13.7,37.8,0.046665925999999996,-0.051014145,68.64340659,-0.381960935,-0.745133684,18.65961538,-1.076633264,1.027353744,5.233241758,2.616964011,7.108765002999999,3.491758242,38.21
1792,Hisar,Kharif,1999,Arhar/tur,28.85483871,6.7,45.1,0.086428934,-0.708697903,57.78967742,0.264578115,-1.3015015890000001,18.98774194,-0.826634388,0.244424257,1.477419355,5.685059275,0.244424257,2.244516129,0.99
1793,Bhagalpur,Kharif,2009,Mesta,20.70081301,9.9,34.7,0.661163934,-0.42772838700000004,62.57154472,-0.8595326320000001,-0.5307133629999999,12.03821138,-0.823858057,-0.17713790199999999,,,-0.17713790199999999,2.225203252,7.18
1794,Rewari,Kharif,2008,Sesamum,27.76710526,16.4,43.5,0.221217492,1.257768862,72.65328947,-0.9169628190000001,0.2291485,22.14736842,-1.356248123,1.4621333440000002,4.273026316,2.910288185,9.384527027999999,2.8625,0.0
1795,Dharwad,Rabi,2000,Groundnut,24.41888889,15.4,33.5,1.123204182,1.192332412,77.65777778,-0.978912232,0.239416698,20.21111111,-1.4681530280000001,3.732966261,6.424444444,12.28696598,3.183543784,3.163333333,1.1
1796,Gulberga,Whole year,2005,Coriander,27.03205479,11.6,41.7,0.238466979,-0.638845866,50.60986301,0.180694986,-1.1214503279999999,14.50849315,-0.47424839399999996,-0.7544882820000001,3.4249315069999997,3.850086539,-0.7544882820000001,3.283287671,0.15
1797,Jalna,Rabi,2011,Sunflower,25.42356021,10.2,45.2,0.40185306,-0.250782756,55.46823735,-0.380406001,-1.099642891,14.12565445,-0.810543073,-0.21283298899999997,,,,3.662303665,0.5
1798,Jalna,Kharif,2001,Bajra,24.95217391,14.8,32.9,0.141194293,-0.067503696,76.7,-0.5091418320000001,-0.082015195,20.5,-1.718562156,4.288684067,4.705434783,2.670129532,7.905787062000001,3.788043478,0.72
1799,Banswara,Kharif,2008,Sesamum,26.99512195,14.6,40.8,0.9796177429999999,0.8570249809999999,70.60081301,-0.654625063,-0.351846341,20.73577236,-1.651449815,2.483230716,,,2.483230716,3.479674797,0.29
1800,Hisar,Rabi,1998,Wheat,29.60129032,4.7,44.5,0.252948726,0.315321597,55.72774194,-0.022672621,-1.3610997790000001,18.62193548,-0.86127106,-0.070157337,4.221290323,3.231576879,-0.070157337,1.92,3.97
1801,Jalna,Summer,2010,Maize,31.52155172,17.2,47.1,-0.292280862,-1.0328539559999999,35.7612069,0.9341318040000001,-0.210375189,12.83448276,-0.090617924,-1.119963673,,,,5.014655171999999,0.33
1802,Dharwad,Whole year,1998,Coriander,26.11565934,15.3,40.4,0.941143539,0.544990318,60.66593407,-0.096308206,-1.273221208,17.01868132,-0.956660938,0.203213423,3.487087912,27.45321018,4.489050417,3.151648352,0.1
1803,Rewari,Whole year,1999,Onion,23.90054945,2.0,42.7,-0.46224261299999997,-0.847787727,50.08736264,0.318002915,-1.0062364940000001,11.59725275,0.095697664,-1.456502385,0.947527473,6.665678876,53.65985432,2.278846154,14.08450704
1804,Tonk,Rabi,2005,Safflower,30.05284553,20.3,42.6,0.547629567,-0.24322410100000003,58.63577236,0.03634015,-1.298167637,20.13333333,-0.751303288,-0.09945298300000001,,,-0.09945298300000001,3.173170732,1.17
1805,Banswara,Rabi,2005,Masoor,21.93225806,10.5,31.6,-1.183416488,1.29592093,42.52580645,0.569096492,0.028177415,7.793548387,-0.11497618,-0.040634391,,,-0.040634391,2.8806451610000003,0.9
1806,Gulberga,Kharif,2011,Cotton,26.09837398,38.3,20.3,0.538094167,-0.230734857,74.50487805,-0.41741735700000004,-0.612204055,21.19430894,-0.720334958,0.060830445999999996,,,0.060830445999999996,6.360162602000001,4.05
1807,Jalna,Kharif,2012,Arhar/tur,25.79090909,21.1,37.1,0.723878488,-0.008395322,74.68863636,-1.204520564,0.8903579859999999,20.98181818,-0.8878826790000001,0.189557208,,,,7.052272727,0.23
1808,Gulberga,Kharif,2008,Niger seed,26.12520325,39.2,19.4,0.584920732,0.078624258,72.60406504,-0.38430743700000003,-0.375273709,20.76178862,-0.7606581029999999,1.972658864,5.2292682930000005,2.5477957019999997,1.972658864,5.791056911,0.34
1809,Banswara,Kharif,2001,Small millets,29.32439024,21.9,41.8,0.6149757060000001,0.29887812199999997,61.03821138,-0.374288189,-0.726516583,20.24552846,-1.1991668709999999,1.0723300709999999,,,1.0723300709999999,4.045528455,0.2
1810,Dharwad,Whole year,2003,Arecanut,25.35714286,14.4,38.7,0.754646392,0.289154959,65.91126374,-0.283801342,-1.338683151,18.01620879,-1.063750624,0.419327995,2.12032967,33.08000422,4.866350903,3.153571429,1.38
1811,Tonk,Kharif,2002,Arhar/tur,28.21463415,18.4,45.2,1.681195056,2.038018409,73.59268293,-1.6887985319999999,1.5566708569999999,21.85365854,-2.275271644,4.474933163999999,,,4.474933163999999,3.052845528,0.1
1812,Bhagalpur,Kharif,1997,Maize,19.25772358,-2.3,31.2,-0.158219865,-0.650204302,74.6699187,-1.5923402969999998,2.889452772,14.45691057,-0.8096748090000001,0.24914999,,,0.24914999,2.010569106,1.03
1813,Coimbatore,Whole year,2006,Cashewnut,24.94835165,12.8,38.4,0.242190892,0.37827844200000005,68.86758242,-0.6942300440000001,0.21951283300000002,18.58818681,-1.827887992,4.303297938,4.593406593,2.6257233859999998,7.020914534,3.666758242,0.46
1814,Gulberga,Whole year,1998,Turmeric,27.1690411,12.3,42.5,0.523106914,-0.3890446,54.52739726,0.120809401,-1.184522211,15.99890411,-0.586943334,-0.662172509,3.122191781,3.493095339,-0.662172509,3.132876712,4.49
1815,Coimbatore,Whole year,2011,Sunflower,23.84835165,14.2,35.8,-0.5768857470000001,-0.012043381,78.43873626,-0.946545098,1.0508047740000002,19.84835165,-1.043918354,0.609759901,,,,3.0387362639999997,1.83
1816,Jaipur,Rabi,2004,Masoor,28.21300813,20.1,42.7,1.152809974,0.662526025,73.24715447,-1.116222723,0.10331161400000001,22.35284553,-1.759880923,3.4397625389999997,,,3.4397625389999997,3.0504065039999997,1.0
1817,Dharwad,Rabi,2005,Moong,24.04,19.3,30.9,0.7434788090000001,0.987722827,79.41333333,-1.139790025,1.4824616819999998,20.23888889,-1.366931109,2.893838984,7.622222222,3.576975108,2.051294268,3.996666667,0.16
1818,Ahmedabad,Kharif,2011,Sesamum,28.64117647,12.5,44.0,1.7694845019999998,3.65907056,76.14771242,-0.6891763390000001,-0.630238353,23.92679739,-1.477530842,1.333825139,,,1.333825139,4.318954248,0.4375
1819,Coimbatore,Whole year,2011,Sesamum,23.84835165,14.2,35.8,-0.5768857470000001,-0.012043381,78.43873626,-0.946545098,1.0508047740000002,19.84835165,-1.043918354,0.609759901,,,,3.0387362639999997,0.51
1820,Hisar,Whole year,2001,Sugarcane,27.22129032,4.8,38.9,-0.724061217,0.44066548200000005,67.52387097,-0.858345015,-0.747913411,19.91935484,-1.2338757679999999,0.308861272,2.879354839,4.09864646,0.308861272,1.7890322580000002,50.19
1821,Hisar,Kharif,2011,Arhar/tur,30.16516129,7.2,51.5,0.541213801,0.054955134,63.45032258,-0.601866448,-0.287866794,21.67225806,-1.15397073,0.309486352,,,0.309486352,2.988387097,1.47
1822,Coimbatore,Kharif,2006,Small millets,25.67763158,19.7,33.4,0.204718895,-0.235830414,69.34539474,0.09885286300000001,-0.47931331899999996,19.58355263,-0.24818432199999998,0.380584724,6.798684211,2.018568359,3.6863515280000003,4.916447368,1.0
1823,Gulberga,Rabi,1999,Other  rabi pulses,23.77768595,13.0,33.3,0.176275033,-0.833678948,44.0553719,1.370146499,1.4595833930000002,10.36280992,0.665044217,-0.361720816,1.109917355,5.294602696,-0.361720816,2.480165289,0.11
1824,Dharwad,Kharif,2002,Arhar/tur,25.33444444,18.7,34.6,1.09722692,0.6890399209999999,79.23,-1.06075312,0.602539036,21.44888889,-0.7076593859999999,0.636466642,5.19,10.07525461,2.9543696639999997,4.173333333,0.06
1825,Gulberga,Kharif,2005,Ragi,26.95853659,39.5,20.8,1.114367257,0.760489248,65.43902439,-0.616504005,-0.31145298,19.51869919,-1.138990545,1.187079814,7.483739837000001,2.14316614,1.187079814,4.609756098,1.17
1826,Gulberga,Kharif,2009,Small millets,26.00243902,40.1,19.8,0.9280448240000001,0.7739191320000001,74.61138211,-0.402714677,0.080079931,21.1195122,0.0425664,0.645082235,,,0.645082235,5.872357724,0.22
1827,Jaipur,Kharif,2005,Groundnut,30.05284553,20.3,42.6,0.547629567,-0.24322410100000003,58.63577236,0.03634015,-1.298167637,20.13333333,-0.751303288,-0.09945298300000001,,,-0.09945298300000001,3.173170732,1.84
1828,Banswara,Kharif,2004,Sesamum,26.91138211,17.9,39.0,1.237734884,1.057764553,75.74227642,-0.987603242,0.006279272,21.97479675,-1.383875531,1.6900395540000002,,,1.6900395540000002,3.728455285,0.33
1829,Hisar,Kharif,2002,Sesamum,27.39935484,3.3,40.6,-0.036083822,-0.32478285,67.29741935,-0.7651304440000001,-0.702531028,20.34580645,-1.155992992,0.439262335,1.207741935,4.750236565,0.439262335,1.9432258059999998,0.67
1830,Gulberga,Rabi,2007,Onion,25.20165289,12.9,37.8,0.561078226,-0.193060373,49.41570248,0.36522919,0.056119021,13.42809917,-0.6118980829999999,0.867213395,0.253719008,4.195959266,0.867213395,2.505785124,14.34
1831,Coimbatore,Kharif,2003,Groundnut,25.13947368,18.5,36.1,0.99693563,0.895685005,75.64539474,-0.936873815,0.315998848,20.45,-1.0494766340000001,1.188922236,7.470394737,2.675233227,8.160320665,4.253947368,0.9
1832,Ahmedabad,Kharif,1998,Bajra,28.75751634,15.4,43.2,1.268928698,1.9095280819999998,70.44052288,-1.129249926,0.316944868,22.31830065,-2.4633715069999997,7.2303751620000005,5.920915032999999,3.038831362,7.2303751620000005,3.02875817,1.171581769
1833,Rewari,Kharif,2007,Rice,27.92697368,14.7,42.9,0.282103681,0.350206891,64.93552632,-0.7790169640000001,-0.7213558809999999,19.83684211,-1.4294246469999998,0.669477565,3.6098684210000003,3.9990251089999997,18.95858354,2.203947368,3.658536585
1834,Coimbatore,Whole year,2000,Tobacco,25.25521978,13.9,37.5,0.45284179999999996,0.537266871,66.56208791,-0.509996214,-0.739357438,18.27802198,-1.217234006,0.90639042,3.926923077,2.66099327,7.294974647,3.6107142860000003,1.73
1835,Jalna,Kharif,2007,Moong,25.95108696,16.5,33.6,0.36928607799999996,-0.88557542,74.53043478,-0.233733613,-1.152088163,21.00434783,-0.348195621,-0.9107547229999999,10.3826087,1.9529550469999999,3.204783112,4.064130435,0.46
1836,Coimbatore,Kharif,2003,Moong,25.13947368,18.5,36.1,0.99693563,0.895685005,75.64539474,-0.936873815,0.315998848,20.45,-1.0494766340000001,1.188922236,7.470394737,2.675233227,8.160320665,4.253947368,0.3
1837,Jaipur,Kharif,1999,Bajra,29.97560976,21.1,42.0,0.428656346,-0.708569062,56.020325199999995,0.20977098,-1.4610565569999998,19.07479675,-0.319402101,-0.908993375,,,-0.908993375,3.513821138,0.66
1838,Coimbatore,Whole year,2007,Gram,24.9,13.3,35.8,-0.200892866,0.08272874200000001,70.93983516,-0.499927674,-0.69695342,19.07884615,-0.851408299,-0.027269661,5.4436813189999995,2.721245605,7.836997563,3.5434065930000003,0.74
1839,Coimbatore,Whole year,1997,Moong,25.66126374,14.4,37.7,0.347260931,0.17198915399999998,66.48214286,-0.547104348,-0.6831929090000001,18.58736264,-1.294170794,1.307984407,5.085714286,2.195893884,4.533216811,3.428571429,0.33
1840,Banswara,Rabi,2000,Gram,25.83846154,13.1,37.5,0.359344111,-0.908213802,26.92087912,0.758891665,0.314463082,5.06043956,0.524078126,-0.06813514400000001,,,-0.06813514400000001,2.027472527,0.6
1841,Gulberga,Rabi,2000,Maize,25.49504132,12.7,35.6,0.151152688,-0.9217800759999999,41.22892562,1.707084939,3.313715414,10.79008264,0.163517327,-0.5379559629999999,0.792561983,5.322264685,-0.5379559629999999,2.258677686,2.52
1842,Indore,Kharif,2004,Arhar/tur,17.69333333,9.0,28.3,0.297334909,-1.1443468479999999,48.3,0.719319965,0.537788634,6.413333333,-0.610333503,-0.026801572000000003,0.286666667,29.63549557,5.4304749889999995,2.28,0.61
1843,Gulberga,Kharif,2001,Soyabean,26.20162602,38.1,16.9,0.5101630229999999,-0.08628928,69.34390244,-0.30621908600000003,-0.871418668,19.86747967,-0.9371528659999999,0.553012552,5.129268293,3.3665497,0.553012552,4.381300813,0.81
1844,Rewari,Whole year,2005,Potato,23.98379121,2.3,44.7,-0.38547298799999996,-1.002437198,46.62527473,0.336387965,-0.937881548,10.29010989,0.10471522400000001,-1.055956799,1.8527472530000002,6.335902566000001,52.14177557,2.201373626,0.0
1845,Banglore,Kharif,2003,Sunflower,24.36851852,17.0,32.9,0.7871921,1.6150583,83.77037037,-2.569036421,7.541343563,21.39259259,-2.138035312,5.771806547000001,6.124074074,4.433394993,26.12874594,3.2842592589999997,0.67
1846,Dharwad,Kharif,2004,Ragi,26.02888889,18.1,38.7,0.780957948,-0.418654705,73.87222222,-0.828737095,-0.734009005,20.71,-1.156794156,0.148720062,3.9844444439999998,17.40849235,3.748244188,4.326666667,1.1
1847,Banglore,Kharif,2005,Sunflower,25.67777778,18.5,35.0,0.354929848,-0.6522950989999999,71.82777778,-0.979715769,0.919261694,19.99351852,-2.023238885,5.063679571000001,9.423148148,2.272195275,5.02977903,4.221296296,0.73
1848,Bhagalpur,Whole year,2003,Onion,12.99123288,-7.6,33.5,-0.23604015899999997,-1.104022511,50.07972603,0.21828508300000002,-1.048260318,1.667671233,0.425563866,-0.8654583159999999,,,-0.8654583159999999,2.5723287669999997,9.49
1849,Jaipur,Kharif,2009,Arhar/tur,29.34715447,18.7,43.3,0.803384186,-0.500556641,63.25365854,-0.537152165,-0.930829619,20.53739837,-1.285970147,1.291102494,,,1.291102494,3.1121951219999997,0.16
1850,Banglore,Kharif,2002,Sesamum,24.86944444,16.4,37.2,1.821890292,3.1905159839999997,77.2,-1.654097695,2.233512158,20.28425926,-1.895442254,4.010480511,5.396296296,3.849747972,17.56836963,3.766666667,0.33
1851,Bhagalpur,Kharif,2002,Jute,20.62357724,10.5,34.0,0.29251579899999997,0.117428097,69.46585366,-1.3615231330000002,0.424655006,13.78699187,-1.273879308,0.700059491,,,0.700059491,2.07804878,6.6
1852,Banglore,Kharif,2009,Groundnut,25.0,19.2,36.4,0.839397707,1.764754121,78.98055556,-0.526079424,0.96506659,21.10555556,-0.079606153,0.9305915359999999,9.117391304,1.884148909,2.532651689,5.512037037000001,0.66
1853,Bhagalpur,Rabi,2005,Khesari,12.69068493,-7.0,33.2,-0.117373917,-1.091570786,61.45890411,-0.241992403,-1.0495040740000001,4.693972603,0.320683586,-0.959108895,,,-0.959108895,2.70109589,0.62
1854,Banglore,Kharif,2009,Gram,25.0,19.2,36.4,0.839397707,1.764754121,78.98055556,-0.526079424,0.96506659,21.10555556,-0.079606153,0.9305915359999999,9.117391304,1.884148909,2.532651689,5.512037037000001,0.78
